0.0,0.0,0.0
0.33,0.0,0.0
0.24,0.0,0.0
0.4,0.0,0.0
0.32,0.0,0.0
0.43,0.0,0.0
0.5,0.5,0.21
0.56,0.49,0.17
0.61,0.65,0.29
0.64,0.65,0.25
0.68,0.73,0.34
0.7,0.73,0.3
0.72,0.78,0.37
0.74,0.78,0.34
0.69,0.77,0.33
0.63,0.62,0.33
0.66,0.68,0.39
0.61,0.58,0.39
0.64,0.63,0.45
0.6,0.55,0.45
0.62,0.6,0.49
0.58,0.54,0.49
0.6,0.58,0.53
0.57,0.53,0.53
0.59,0.56,0.57
0.61,0.56,0.52
0.58,0.56,0.52
0.6,0.56,0.48
0.57,0.56,0.48
0.59,0.56,0.44
0.56,0.55,0.44
0.58,0.55,0.41
0.6,0.59,0.45
0.57,0.54,0.45
0.59,0.57,0.48
0.56,0.53,0.48
0.58,0.56,0.52
0.6,0.56,0.48
0.57,0.56,0.48
0.59,0.56,0.45
0.6,0.59,0.48
0.58,0.54,0.48
0.59,0.58,0.51
0.61,0.57,0.48
0.58,0.57,0.48
0.56,0.53,0.48
0.58,0.56,0.51
0.55,0.52,0.51
0.57,0.55,0.54
0.55,0.52,0.53
0.56,0.54,0.56
0.58,0.54,0.53
0.59,0.57,0.55
0.61,0.57,0.52
0.62,0.59,0.55
0.63,0.59,0.52
0.64,0.61,0.54
0.66,0.61,0.51
0.67,0.63,0.53
0.64,0.6,0.53
0.65,0.62,0.56
0.67,0.62,0.53
0.68,0.64,0.55
0.69,0.63,0.52
0.7,0.65,0.54
0.67,0.62,0.54
0.68,0.64,0.56
0.69,0.63,0.54
0.67,0.63,0.54
0.64,0.6,0.53
0.66,0.62,0.56
0.63,0.59,0.56
0.64,0.6,0.58
0.66,0.6,0.55
0.63,0.6,0.55
0.61,0.57,0.55
0.62,0.59,0.57
0.6,0.56,0.57
0.58,0.56,0.56
0.6,0.56,0.54
0.58,0.56,0.53
0.56,0.53,0.53
0.57,0.55,0.56
0.58,0.55,0.53
0.56,0.55,0.53
0.58,0.55,0.5
0.56,0.55,0.5
0.54,0.52,0.5
0.55,0.54,0.52
0.54,0.51,0.52
0.52,0.51,0.52
0.5,0.48,0.52
0.52,0.51,0.55
0.53,0.51,0.51
0.54,0.53,0.54
0.56,0.53,0.51
0.57,0.55,0.53
0.58,0.55,0.51
0.6,0.58,0.53
0.61,0.57,0.5
0.62,0.6,0.53
0.6,0.56,0.52
0.61,0.58,0.55
0.62,0.58,0.52
0.63,0.6,0.54
0.61,0.57,0.54
0.59,0.57,0.54
0.57,0.54,0.54
0.59,0.56,0.56
0.6,0.56,0.53
0.61,0.58,0.55
0.62,0.58,0.53
0.63,0.6,0.55
0.64,0.6,0.52
0.65,0.62,0.54
0.66,0.62,0.52
0.64,0.62,0.52
0.62,0.58,0.52
0.63,0.6,0.54
0.61,0.57,0.54
0.62,0.59,0.56
0.6,0.56,0.56
0.61,0.58,0.57
0.63,0.58,0.55
0.64,0.6,0.57
0.62,0.57,0.57
0.63,0.59,0.58
0.64,0.59,0.56
0.65,0.61,0.58
0.63,0.58,0.58
0.64,0.6,0.59
0.65,0.6,0.57
0.66,0.61,0.58
0.67,0.61,0.56
0.68,0.63,0.58
0.69,0.63,0.55
0.69,0.64,0.57
0.7,0.64,0.54
0.68,0.64,0.54
0.69,0.64,0.52
0.7,0.66,0.54
0.71,0.66,0.52
0.71,0.67,0.54
0.72,0.67,0.51
0.73,0.69,0.53
0.74,0.68,0.51
0.74,0.7,0.53
0.72,0.66,0.53
0.7,0.66,0.53
0.68,0.63,0.53
0.69,0.65,0.54
0.66,0.61,0.54
0.67,0.63,0.56
0.65,0.6,0.56
0.66,0.62,0.58
0.64,0.59,0.58
0.65,0.61,0.6
0.63,0.58,0.59
0.64,0.6,0.61
0.62,0.57,0.61
0.63,0.59,0.63
0.61,0.56,0.63
0.62,0.58,0.64
0.63,0.58,0.61
0.64,0.59,0.63
0.63,0.57,0.63
0.64,0.59,0.64
0.65,0.59,0.61
0.63,0.58,0.61
0.64,0.58,0.58
0.65,0.6,0.6
0.63,0.57,0.6
0.64,0.59,0.62
0.62,0.57,0.62
0.63,0.58,0.63
0.64,0.58,0.6
0.65,0.6,0.62
0.66,0.6,0.59
0.67,0.61,0.61
0.68,0.61,0.58
0.68,0.63,0.6
0.66,0.6,0.6
0.64,0.6,0.6
0.62,0.57,0.6
0.61,0.57,0.6
0.62,0.57,0.57
0.63,0.59,0.59
0.64,0.59,0.56
0.65,0.61,0.58
0.66,0.61,0.55
0.67,0.62,0.57
0.67,0.62,0.55
0.65,0.62,0.54
0.63,0.59,0.54
0.64,0.61,0.56
0.62,0.58,0.56
0.64,0.6,0.58
0.65,0.6,0.55
0.63,0.6,0.55
0.64,0.59,0.53
0.65,0.61,0.55
0.63,0.58,0.55
0.64,0.6,0.57
0.62,0.57,0.56
0.63,0.59,0.58
0.64,0.59,0.56
0.65,0.61,0.57
0.66,0.61,0.55
0.67,0.62,0.57
0.65,0.59,0.57
0.66,0.61,0.58
0.67,0.61,0.56
0.67,0.63,0.58
0.68,0.63,0.55
0.66,0.63,0.55
0.67,0.62,0.53
0.65,0.62,0.53
0.63,0.59,0.53
0.64,0.61,0.55
0.62,0.58,0.54
0.63,0.6,0.56
0.64,0.6,0.54
0.65,0.62,0.56
0.66,0.61,0.53
0.67,0.63,0.55
0.68,0.63,0.53
0.69,0.65,0.55
0.7,0.65,0.52
0.7,0.66,0.54
0.71,0.66,0.52
0.72,0.68,0.54
0.73,0.68,0.52
0.71,0.67,0.52
0.71,0.67,0.49
0.72,0.69,0.51
0.73,0.69,0.49
0.74,0.7,0.51
0.74,0.7,0.49
0.75,0.72,0.51
0.76,0.71,0.49
0.76,0.73,0.51
0.74,0.69,0.51
0.75,0.7,0.52
0.72,0.67,0.52
0.73,0.68,0.54
0.71,0.65,0.54
0.72,0.66,0.56
0.69,0.63,0.56
0.7,0.65,0.57
0.68,0.62,0.57
0.69,0.63,0.59
0.67,0.61,0.59
0.68,0.62,0.6
0.69,0.62,0.58
0.69,0.64,0.6
0.7,0.64,0.57
0.71,0.65,0.59
0.69,0.62,0.59
0.7,0.64,0.6
0.71,0.64,0.58
0.71,0.65,0.59
0.72,0.65,0.57
0.73,0.66,0.58
0.74,0.66,0.56
0.71,0.66,0.56
0.69,0.63,0.56
0.7,0.65,0.58
0.71,0.64,0.55
0.69,0.64,0.55
0.67,0.61,0.55
0.67,0.63,0.57
0.65,0.6,0.57
0.66,0.62,0.59
0.67,0.62,0.56
0.68,0.63,0.58
0.69,0.63,0.55
0.7,0.65,0.57
0.71,0.65,0.55
0.71,0.66,0.56
0.69,0.63,0.56
0.7,0.65,0.58
0.68,0.62,0.58
0.66,0.62,0.58
0.67,0.61,0.55
0.68,0.63,0.57
0.69,0.63,0.55
0.69,0.65,0.56
0.7,0.64,0.54
0.71,0.66,0.56
0.72,0.66,0.54
0.73,0.67,0.55
0.73,0.67,0.53
0.74,0.69,0.55
0.72,0.65,0.55
0.72,0.67,0.56
0.73,0.67,0.54
0.74,0.68,0.56
0.72,0.65,0.56
0.72,0.66,0.57
0.7,0.63,0.57
0.71,0.65,0.59
0.69,0.62,0.59
0.7,0.64,0.6
0.71,0.63,0.58
0.71,0.65,0.59
0.72,0.65,0.57
0.73,0.66,0.59
0.71,0.63,0.59
0.71,0.65,0.6
0.72,0.65,0.58
0.73,0.66,0.59
0.71,0.63,0.59
0.71,0.65,0.61
0.72,0.65,0.58
0.7,0.64,0.58
0.68,0.62,0.58
0.69,0.63,0.6
