0.0,0.0,0.0
0.33,0.0,0.0
0.24,0.0,0.0
0.4,0.0,0.0
0.32,0.0,0.0
0.43,0.0,0.0
0.37,0.0,0.0
0.32,0.0,0.0
0.39,0.33,0.21
0.45,0.33,0.17
0.41,0.32,0.17
0.46,0.32,0.14
0.42,0.32,0.14
0.46,0.31,0.12
0.43,0.31,0.12
0.47,0.31,0.1
0.5,0.5,0.21
0.47,0.38,0.21
0.44,0.38,0.21
0.47,0.38,0.18
0.44,0.37,0.18
0.47,0.37,0.16
0.5,0.49,0.24
0.53,0.49,0.22
0.5,0.49,0.22
0.52,0.48,0.2
0.5,0.48,0.2
0.52,0.48,0.18
0.54,0.57,0.25
0.56,0.57,0.23
0.54,0.57,0.23
0.56,0.56,0.21
0.58,0.63,0.26
0.59,0.63,0.24
0.57,0.63,0.24
0.54,0.53,0.24
0.56,0.59,0.3
0.58,0.59,0.27
0.59,0.64,0.32
0.61,0.63,0.3
0.62,0.67,0.34
0.64,0.67,0.32
0.61,0.67,0.32
0.63,0.67,0.3
0.6,0.66,0.3
0.62,0.66,0.28
0.59,0.66,0.28
0.57,0.57,0.28
0.58,0.62,0.32
0.6,0.62,0.3
0.61,0.65,0.34
0.59,0.59,0.34
0.6,0.62,0.38
0.62,0.62,0.36
0.63,0.65,0.39
0.64,0.65,0.37
0.62,0.65,0.37
0.63,0.65,0.35
0.64,0.68,0.38
0.62,0.62,0.38
0.6,0.62,0.38
0.61,0.61,0.36
0.59,0.61,0.36
0.6,0.61,0.34
0.58,0.61,0.34
0.59,0.61,0.32
0.57,0.61,0.32
0.59,0.6,0.3
0.6,0.64,0.34
0.61,0.64,0.32
0.62,0.67,0.35
0.64,0.67,0.33
0.61,0.67,0.33
0.63,0.66,0.32
0.6,0.66,0.32
0.58,0.59,0.31
0.6,0.63,0.35
0.61,0.63,0.33
0.62,0.66,0.36
0.63,0.66,0.34
0.61,0.65,0.34
0.62,0.65,0.33
0.63,0.68,0.36
0.65,0.68,0.34
0.62,0.68,0.34
0.64,0.68,0.32
0.65,0.7,0.35
0.66,0.7,0.34
0.67,0.72,0.37
0.68,0.72,0.35
0.68,0.74,0.38
0.69,0.74,0.36
0.7,0.76,0.39
0.71,0.76,0.37
0.69,0.76,0.37
0.67,0.69,0.37
0.64,0.69,0.37
0.66,0.69,0.35
0.66,0.71,0.38
0.67,0.71,0.36
0.68,0.73,0.39
0.66,0.67,0.39
0.67,0.7,0.41
0.68,0.69,0.39
0.66,0.69,0.39
0.67,0.69,0.38
0.68,0.71,0.4
0.66,0.66,0.4
0.64,0.66,0.4
0.65,0.66,0.38
0.66,0.68,0.41
0.67,0.68,0.39
0.68,0.7,0.42
0.68,0.7,0.4
0.69,0.72,0.42
0.67,0.67,0.42
0.68,0.69,0.44
0.69,0.69,0.43
0.7,0.7,0.45
0.71,0.7,0.43
0.71,0.72,0.45
0.72,0.72,0.43
0.73,0.73,0.45
0.71,0.69,0.45
0.68,0.69,0.45
0.69,0.69,0.43
0.7,0.7,0.46
0.71,0.7,0.44
0.69,0.7,0.44
0.7,0.7,0.42
0.68,0.7,0.42
0.68,0.7,0.4
0.69,0.72,0.42
0.7,0.71,0.41
0.68,0.71,0.41
0.69,0.71,0.39
0.7,0.73,0.41
0.7,0.73,0.39
0.68,0.73,0.39
0.69,0.72,0.38
0.67,0.72,0.38
0.68,0.72,0.36
0.69,0.74,0.39
0.7,0.74,0.37
0.7,0.76,0.39
0.71,0.75,0.38
0.72,0.77,0.4
0.73,0.77,0.39
0.74,0.78,0.41
0.74,0.78,0.39
0.72,0.78,0.39
0.73,0.78,0.38
0.73,0.79,0.4
0.74,0.79,0.38
0.75,0.8,0.41
0.73,0.75,0.41
0.73,0.76,0.43
0.74,0.76,0.41
0.75,0.77,0.43
0.75,0.77,0.42
0.76,0.79,0.44
0.77,0.78,0.42
0.74,0.78,0.42
0.75,0.78,0.4
0.76,0.79,0.42
0.76,0.79,0.41
0.74,0.79,0.41
0.75,0.79,0.39
0.75,0.8,0.41
0.76,0.8,0.4
0.77,0.81,0.42
0.77,0.81,0.4
0.78,0.82,0.42
0.78,0.82,0.41
0.79,0.83,0.43
0.79,0.83,0.41
0.77,0.83,0.41
0.75,0.77,0.41
0.75,0.78,0.43
0.76,0.78,0.42
0.74,0.78,0.42
0.74,0.78,0.4
0.75,0.79,0.42
0.76,0.79,0.41
0.76,0.8,0.43
0.77,0.8,0.41
0.77,0.81,0.43
0.78,0.81,0.41
0.76,0.81,0.41
0.76,0.8,0.4
0.77,0.82,0.42
0.75,0.76,0.42
0.72,0.76,0.42
0.73,0.76,0.4
0.74,0.77,0.42
0.74,0.77,0.41
0.75,0.78,0.43
0.76,0.78,0.41
0.76,0.79,0.43
0.77,0.79,0.42
0.78,0.8,0.44
0.78,0.8,0.42
0.79,0.81,0.44
0.79,0.81,0.42
0.8,0.82,0.44
0.8,0.82,0.43
0.81,0.83,0.45
0.81,0.83,0.43
0.82,0.84,0.45
0.79,0.78,0.45
0.8,0.8,0.47
0.8,0.79,0.45
0.78,0.79,0.45
0.78,0.79,0.43
0.79,0.8,0.45
0.79,0.8,0.44
0.77,0.8,0.44
0.78,0.8,0.42
0.78,0.81,0.44
0.79,0.81,0.42
0.79,0.82,0.44
0.8,0.82,0.43
0.8,0.83,0.45
0.81,0.82,0.43
0.81,0.83,0.45
0.82,0.83,0.43
0.82,0.84,0.45
0.83,0.84,0.44
0.83,0.85,0.45
0.81,0.79,0.45
0.78,0.79,0.45
0.76,0.74,0.45
0.73,0.74,0.45
0.74,0.74,0.43
0.75,0.75,0.46
0.75,0.75,0.44
0.76,0.77,0.46
0.77,0.76,0.44
0.74,0.76,0.44
0.75,0.76,0.42
0.76,0.78,0.44
0.76,0.77,0.43
0.77,0.79,0.45
0.78,0.78,0.43
0.78,0.8,0.45
0.79,0.8,0.43
0.79,0.81,0.45
0.8,0.8,0.44
0.8,0.81,0.45
0.81,0.81,0.44
0.81,0.82,0.46
0.82,0.82,0.44
0.82,0.83,0.46
0.83,0.83,0.44
0.83,0.84,0.46
0.83,0.84,0.45
0.84,0.84,0.46
0.84,0.84,0.45
0.85,0.85,0.46
0.85,0.85,0.45
0.85,0.86,0.47
0.83,0.8,0.47
0.83,0.81,0.48
0.83,0.81,0.47
0.84,0.82,0.48
0.84,0.82,0.47
0.82,0.82,0.47
0.82,0.82,0.45
0.83,0.83,0.47
0.83,0.82,0.45
0.83,0.83,0.47
0.84,0.83,0.45
0.81,0.83,0.45
0.79,0.78,0.45
0.79,0.79,0.47
0.77,0.74,0.47
0.78,0.76,0.49
0.78,0.75,0.47
0.76,0.75,0.47
0.76,0.75,0.45
0.77,0.76,0.47
0.78,0.76,0.45
0.78,0.77,0.47
0.79,0.77,0.45
0.79,0.79,0.47
0.8,0.78,0.46
0.8,0.79,0.47
0.81,0.79,0.46
0.81,0.8,0.48
0.79,0.76,0.47
0.79,0.77,0.49
0.8,0.77,0.47
0.8,0.78,0.49
0.81,0.78,0.47
0.81,0.79,0.49
0.82,0.79,0.47
0.82,0.8,0.49
0.83,0.8,0.47
0.83,0.8,0.49
0.83,0.8,0.47
0.84,0.81,0.49
0.81,0.77,0.49
0.79,0.77,0.49
0.79,0.76,0.47
0.8,0.78,0.49
0.8,0.77,0.47
0.81,0.79,0.49
0.81,0.78,0.47
0.82,0.79,0.49
0.82,0.79,0.47
0.83,0.8,0.49
0.83,0.8,0.47
0.84,0.81,0.49
0.81,0.77,0.49
0.81,0.78,0.51
0.82,0.78,0.49
0.79,0.77,0.49
